% Model:              SE EVEN.mph
% Version:            COMSOL 5.4.0.388
% Date:               Mar 12 2025, 18:54
% Dimension:          1
% Nodes:              2135
% Expressions:        1
% Description:        Global
% X                       Height
0                         3.304994133497862
0.05                      3.2760052246888374
0.1                       3.225318322169807
0.15000000000000002       3.1721181702382584
0.2                       3.1171121574733736
0.25                      3.060567907314141
0.30000000000000004       3.0026850725277554
0.35000000000000003       2.9436553959750618
0.4                       2.883678726184352
0.45                      2.8229685392622557
0.5                       2.761754170759261
0.55                      1.6247653924848564
0.6000000000000001        1.7724674176708788
0.65                      1.9201684057598056
0.7000000000000001        2.0678682625190574
0.75                      2.2155668902371954
0.8                       2.3632641855282404
0.8500000000000001        2.3458282785956617
0.9                       2.2909674687647223
0.9500000000000001        2.2384463619061408
1                         2.1902549373737483
1.05                      2.234813168648328
1.1                       2.2823311182584414
1.1500000000000001        2.3293440974415742
1.2000000000000002        2.3758103393954717
1.25                      2.4217090846113094
1.3                       2.467023136094728
1.35                      2.5117364390424464
1.4000000000000001        2.555833505297483
1.4500000000000002        2.5992992399960184
1.5                       2.642118879955952
1.55                      2.6425224942475247
1.6                       2.6249258476130706
1.6500000000000001        2.6096233924133694
1.7000000000000002        2.596002852883417
1.75                      2.5844217130983846
1.8                       2.5749074981473155
1.85                      2.5674831919614225
1.9000000000000001        2.562166966760334
1.9500000000000002        2.558971964367065
2                         2.557906135421475
2.0500000000000003        2.430388049379656
2.1                       2.302479418961637
2.15                      2.1787793722761184
2.2                       2.2619053457617913
2.25                      2.343437329567264
2.3000000000000003        2.4232942374626862
2.35                      2.5013963988146966
2.4000000000000004        2.5776661386962236
2.45                      2.652028467055425
2.5                       2.7244118013880203
2.5500000000000003        2.7947486707174063
2.6                       2.8629763362316387
2.6500000000000004        2.929037223913065
2.7                       2.9928789653711343
2.75                      3.0544535708433997
2.8000000000000003        3.1137143826436664
2.85                      3.170605975239758
2.9000000000000004        3.225023010814179
2.95                      3.276515591660539
3                         3.3049941334979325
0                         3.3050526798497435
0.05                      3.2773213397730223
0.1                       3.2264775202778564
0.15000000000000002       3.173497595586822
0.2                       3.118792737054922
0.25                      3.0625535295844113
0.30000000000000004       3.0049551662354106
0.35000000000000003       2.946181622421106
0.4                       2.8864312799524248
0.45                      2.825918755984553
0.5                       2.764875630898529
0.55                      2.7002818243673556
0.6000000000000001        2.6388150683016827
0.65                      2.5776350852183008
0.7000000000000001        2.5170407625481652
0.75                      2.4573486195438323
0.8                       2.3988925087589084
0.8500000000000001        2.510604001968721
0.9                       2.65827659650484
0.9500000000000001        2.805947217610399
1                         2.953075150009826
1.05                      2.917112134036677
1.1                       2.88232840948032
1.1500000000000001        2.8490335265616116
1.2000000000000002        2.8172806156728254
1.25                      2.787122466296808
1.3                       2.758611425416334
1.35                      2.731799094072168
1.4000000000000001        2.70673597720326
1.4500000000000002        2.6834711072204005
1.5                       2.662051649211988
1.55                      2.642851792249399
1.6                       2.6252515806297043
1.6500000000000001        2.6099378670732176
1.7000000000000002        2.596324613379109
1.75                      2.584749690661408
1.8                       2.5752405920146444
1.85                      2.567820274381671
1.9000000000000001        2.5625068884937545
1.9500000000000002        2.5593135605887314
2                         2.558248231920815
2.0500000000000003        2.6858085990024323
2.1                       2.8136942475101887
2.15                      2.941578612974001
2.2                       3.0386246417606837
2.25                      3.046508641767173
2.3000000000000003        3.056053392519574
2.35                      3.0672056669227055
2.4000000000000004        3.0799038875886757
2.45                      3.094078724573864
2.5                       3.1096537329842184
2.5500000000000003        3.126546003195124
2.6                       3.144666782404482
2.6500000000000004        3.1639219945
2.7                       3.184212505216135
2.75                      3.2054337523428713
2.8000000000000003        3.22747360803372
2.85                      3.2502042365358275
2.9000000000000004        3.2734455147436767
2.95                      3.296637503646452
3                         3.30505267984957
0                         3.3142434852773
0.05                      3.306185965192669
0.1                       3.3080634983385866
0.15000000000000002       3.3112767663604865
0.2                       3.315763780191493
0.25                      3.3214974751495103
0.30000000000000004       3.3284485176140293
0.35000000000000003       3.33658260945125
0.4                       3.3458602407189244
0.45                      3.3562368723024227
0.5                       3.3676632417089243
0.55                      2.703550782910049
0.6000000000000001        2.6422105620666154
0.65                      2.581138881781888
0.7000000000000001        2.520637236904664
0.75                      2.4610246170095196
0.8                       2.4026372651440755
0.8500000000000001        2.5109600335202096
0.9                       2.6586542861249027
0.9500000000000001        2.806346614153685
1                         2.953696538406633
1.05                      2.9174978332643353
1.1                       2.882706536342507
1.1500000000000001        2.8494047721978992
1.2000000000000002        2.8176453800503207
1.25                      2.787481100790774
1.3                       2.7589642734071362
1.35                      2.7321465025478253
1.4000000000000001        2.707078301026784
1.4500000000000002        2.683808710876847
1.5                       2.6623849074685886
1.55                      2.6431486385211227
1.6                       2.6255577371254333
1.6500000000000001        2.6103796462011877
1.7000000000000002        2.5967654605007184
1.75                      2.5851897650581304
1.8                       2.5756800519930287
1.85                      2.568259277323413
1.9000000000000001        2.562945590956834
1.9500000000000002        2.5597521184490404
2                         2.558686800543757
2.0500000000000003        2.6862037127653773
2.1                       2.81410881938744
2.15                      2.942012806093772
2.2                       3.0539083416866033
2.25                      3.0616844706530557
2.3000000000000003        3.0710980636282774
2.35                      3.082096234122374
2.4000000000000004        3.0946177368111973
2.45                      3.108593519201987
2.5                       3.1239472920468057
2.5500000000000003        3.140596076029598
2.6                       3.158450652652167
2.6500000000000004        3.1774157799511684
2.7                       3.1973898648522625
2.75                      3.21826330811414
2.8000000000000003        3.2399131754781534
2.85                      3.2621854571252498
2.9000000000000004        3.2848176058758365
